id,text,language,source
339,The engineer is studying the training materials.,English,AI-generated synthetic data
340,Nwanne m na-aga n'ọgbọ egwuregwu n'abalị.,Igbo,AI-generated synthetic data
341,Unu mere ọka n'oge.,Igbo,AI-generated synthetic data
342,"At work, the model classifies short text into different languages.",English,AI-generated synthetic data
343,The doctor is repairing a new project.,English,AI-generated synthetic data
344,Nwa akwụkwọ ahụ mere anụ ụnyaahụ.,Igbo,AI-generated synthetic data
345,Onye nkụzi ahụ nọ n'ụlọ ekpere n'izu a.,Igbo,AI-generated synthetic data
346,Arákùnrin mi ń rìn ní ọjà ní ọ̀sán.,Yoruba,AI-generated synthetic data
347,Dọkịta ahụ na-amụ ihe n'ụlọ ahịa n'abalị.,Igbo,AI-generated synthetic data
348,Our community is reviewing the machine learning model.,English,AI-generated synthetic data
349,Mo ṣe oúnjẹ ní alẹ́.,Yoruba,AI-generated synthetic data
350,O ń kọ́ ẹ̀kọ́ ní pápá ní ọ̀sán.,Yoruba,AI-generated synthetic data
351,"A gida, ka kammala aikin gida?",Hausa,AI-generated synthetic data
352,A teacher is building the machine learning model.,English,AI-generated synthetic data
353,Injiniyan yana tattauna samfurin koyon na'ura.,Hausa,AI-generated synthetic data
354,A researcher is preparing a mobile application.,English,AI-generated synthetic data
355,"Yau, ya kamata mu tattauna batun kafin gobe.",Hausa,AI-generated synthetic data
356,Anyị nọ n'ụlọ ahịa n'ehihie.,Igbo,AI-generated synthetic data
357,Ma'aikaciyar jinya yana gyara shirin kasuwanci.,Hausa,AI-generated synthetic data
358,Nwanne m zụtara akwụkwọ n'abalị.,Igbo,AI-generated synthetic data
359,Al'ummar yana gyara kwamfutar.,Hausa,AI-generated synthetic data
360,Ndo,Igbo,AI-generated synthetic data
361,Aládùúgbò wa rí ẹja ní alẹ́.,Yoruba,AI-generated synthetic data
362,Ị chọrọ unere echi.,Igbo,AI-generated synthetic data
363,Malamin yana karatu jerin kaya.,Hausa,AI-generated synthetic data
364,Direban yana karatu bayanan taro.,Hausa,AI-generated synthetic data
365,O mú àpò lónìí.,Yoruba,AI-generated synthetic data
366,The doctor is building the computer.,English,AI-generated synthetic data
367,Direban ya jira fasinjoji kusa da tashar mota.,Hausa,AI-generated synthetic data
368,Olùkọ́ náà rí àkàrà ní òru.,Yoruba,AI-generated synthetic data
369,Manomin yana bitar takardar bincike.,Hausa,AI-generated synthetic data
370,Mo yé mi,Yoruba,AI-generated synthetic data
371,"Jiya, ina zan sayi sabbin kayan lambu?",Hausa,AI-generated synthetic data
372,Injiniyan yana koyon rahoton.,Hausa,AI-generated synthetic data
373,O ṣe kọ́kọ́rọ́ ní alẹ́.,Yoruba,AI-generated synthetic data
374,Mo ti ṣetán,Yoruba,AI-generated synthetic data
375,Al'ummar yana tattauna kwamfutar.,Hausa,AI-generated synthetic data
376,M na-aga n'ụlọ ọgwụ taa.,Igbo,AI-generated synthetic data
377,The developer is studying the training materials.,English,AI-generated synthetic data
378,"Da rana, ya kamata mu tattauna batun kafin gobe.",Hausa,AI-generated synthetic data
379,Ọ wetara osikapa n'oge.,Igbo,AI-generated synthetic data
380,Mo ń kọ́ ẹ̀kọ́ ní òpópónà àná.,Yoruba,AI-generated synthetic data
381,Obìnrin náà wà ní ibùdó ọkọ̀ ní òru.,Yoruba,AI-generated synthetic data
382,The manager is building the meeting notes.,English,AI-generated synthetic data
383,"A wurin aiki, don Allah ka duba bayanan kafin ka aika da fom.",Hausa,AI-generated synthetic data
384,Nne hụrụ ekwentị n'izu a.,Igbo,AI-generated synthetic data
385,Likitan yana karatu kayan horo.,Hausa,AI-generated synthetic data
386,Malamin yana tattauna kayan aikin gona.,Hausa,AI-generated synthetic data
387,Nwanne nwanyị m hụrụ anụ echi.,Igbo,AI-generated synthetic data
388,My friend is building the training materials.,English,AI-generated synthetic data
389,"After lunch, the electricity went off during the evening.",English,AI-generated synthetic data
390,Anyị na-amụ ihe n'ogige taa.,Igbo,AI-generated synthetic data
391,"Jiya, ta yaya zan sake saita kalmar sirri?",Hausa,AI-generated synthetic data
392,Injiniyan yana gina bayanan taro.,Hausa,AI-generated synthetic data
393,Ọkùnrin náà mú aṣọ ní alẹ́.,Yoruba,AI-generated synthetic data
394,Ọ̀rẹ́ mi mú omi àná.,Yoruba,AI-generated synthetic data
395,Enyi m mere kọmputa n'abalị.,Igbo,AI-generated synthetic data
396,Nwanne m wetara mmiri n'ehihie.,Igbo,AI-generated synthetic data
397,Ọmọ náà dé sí ibùdó ọkọ̀ ní ọ̀sán.,Yoruba,AI-generated synthetic data
398,Ọmọ náà ń kọ́ ẹ̀kọ́ ní ilé ìwé ní òru.,Yoruba,AI-generated synthetic data
399,"A gida, mun gwada API kafin mu hada shi da manhajar.",Hausa,AI-generated synthetic data
400,"A wurin aiki, likita ya shawarci mara lafiya ya kara shan ruwa.",Hausa,AI-generated synthetic data
401,Mama lo fóònù ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
402,My friend is reviewing the machine learning model.,English,AI-generated synthetic data
403,Tawagar mu yana duba manhajar waya.,Hausa,AI-generated synthetic data
404,Dalibin yana duba rahoton.,Hausa,AI-generated synthetic data
405,A teacher is discussing the business plan.,English,AI-generated synthetic data
406,"Yayin taro, al'umma ta shirya aikin tsaftace muhalli ranar Asabar.",Hausa,AI-generated synthetic data
407,A researcher is building the network connection.,English,AI-generated synthetic data
408,Awa lọ sí ibùdó ọkọ̀ lónìí.,Yoruba,AI-generated synthetic data
409,Ọ̀rẹ́ mi dé sí ọjà ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
410,"Yau, allon bayanai yana nuna sabbin alkaluman kaya.",Hausa,AI-generated synthetic data
411,The student is discussing the delivery schedule.,English,AI-generated synthetic data
412,"In the morning, the training data should represent all four languages.",English,AI-generated synthetic data
413,Likitan yana duba manhajar waya.,Hausa,AI-generated synthetic data
414,Direban yana duba samfurin koyon na'ura.,Hausa,AI-generated synthetic data
415,"Yau, iyali sun shirya abinci domin baki.",Hausa,AI-generated synthetic data
416,The developer is checking a mobile application.,English,AI-generated synthetic data
417,A teacher is studying the delivery schedule.,English,AI-generated synthetic data
418,Tawagar mu yana bitar samfurin koyon na'ura.,Hausa,AI-generated synthetic data
419,Ị nwere ji n'ụtụtụ.,Igbo,AI-generated synthetic data
420,The farmer is planning the machine learning model.,English,AI-generated synthetic data
421,Nwanne m bịara n'ụlọ akwụkwọ n'isi ụtụtụ.,Igbo,AI-generated synthetic data
422,"Jiya, abincin gidan cin abincin ya yi dadi sosai.",Hausa,AI-generated synthetic data
423,My brother is reviewing the network connection.,English,AI-generated synthetic data
424,Anyị wetara igodo taa.,Igbo,AI-generated synthetic data
425,"At home, please check the details before submitting the form.",English,AI-generated synthetic data
426,The developer is studying a research proposal.,English,AI-generated synthetic data
427,The farmer is planning the network connection.,English,AI-generated synthetic data
428,The developer is preparing the training materials.,English,AI-generated synthetic data
429,"Today, please check the details before submitting the form.",English,AI-generated synthetic data
430,"Bayan cin abinci, ka kammala aikin gida?",Hausa,AI-generated synthetic data
431,"In the evening, the network administrator checked the router.",English,AI-generated synthetic data
432,Dókítà náà dé sí òpópónà ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
433,Ẹyin lọ sí ọ́fíìsì lónìí.,Yoruba,AI-generated synthetic data
434,Ọkùnrin náà ń ṣiṣẹ́ ní ọgbà àná.,Yoruba,AI-generated synthetic data
435,My brother is building the report.,English,AI-generated synthetic data
436,"Da yamma, ta yaya zan sake saita kalmar sirri?",Hausa,AI-generated synthetic data
437,Unu hụrụ agwa n'oge.,Igbo,AI-generated synthetic data
438,The doctor is building the network connection.,English,AI-generated synthetic data
439,My brother is planning the business plan.,English,AI-generated synthetic data
440,Arábìnrin mi dé sí ilé ẹ̀kọ́ ní alẹ́.,Yoruba,AI-generated synthetic data
441,Mai shirye-shiryen yana duba kayan aikin gona.,Hausa,AI-generated synthetic data
442,Daalụ,Igbo,AI-generated synthetic data
443,Direban yana duba jerin kaya.,Hausa,AI-generated synthetic data
444,"Da safe, tawagar ta kammala aikin akan lokaci.",Hausa,AI-generated synthetic data
445,The doctor is organizing the network connection.,English,AI-generated synthetic data
446,"Yesterday, she cooked rice for the whole family.",English,AI-generated synthetic data
447,Abokina yana duba hanyar sadarwa.,Hausa,AI-generated synthetic data
448,Ọkùnrin náà ra àpò ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
449,Ị bịara n'ogige taa.,Igbo,AI-generated synthetic data
450,A researcher is studying a new project.,English,AI-generated synthetic data
451,The developer is discussing the patient record.,English,AI-generated synthetic data
452,Nwanne nwanyị m jiri mmiri n'isi ụtụtụ.,Igbo,AI-generated synthetic data
453,Arábìnrin mi dé sí àgbègbè wa ní ọ̀sán.,Yoruba,AI-generated synthetic data
454,M na-arụ ọrụ n'ụlọ n'ehihie.,Igbo,AI-generated synthetic data
455,Malamin yana tattauna kayan horo.,Hausa,AI-generated synthetic data
456,Nwanne nwanyị m jiri ji n'ụtụtụ.,Igbo,AI-generated synthetic data
457,Likitan yana tattauna sabon aiki.,Hausa,AI-generated synthetic data
458,Al'ummar yana tsara jadawalin isar da kaya.,Hausa,AI-generated synthetic data
459,Wọ́n dé sí ilé ìwé ní alẹ́.,Yoruba,AI-generated synthetic data
460,Likitan yana duba jadawalin isar da kaya.,Hausa,AI-generated synthetic data
461,Ọ̀rẹ́ mi ní omi ní kutukutu.,Yoruba,AI-generated synthetic data
462,Ọkùnrin náà ń rìn ní ilé ọ̀rẹ́ mi lónìí.,Yoruba,AI-generated synthetic data
463,Unu na-amụ ihe n'ahịa taa.,Igbo,AI-generated synthetic data
464,Abokina yana karatu bayanan taro.,Hausa,AI-generated synthetic data
465,Onye nkụzi ahụ na-amụ ihe n'ụlọ ekpere n'izu a.,Igbo,AI-generated synthetic data
466,Enyi m nọ n'ọgbọ egwuregwu n'abalị.,Igbo,AI-generated synthetic data
467,Likitan yana tsara shirin kasuwanci.,Hausa,AI-generated synthetic data
468,Àwọn ará wa dé sí ọ́fíìsì ọ̀la.,Yoruba,AI-generated synthetic data
469,Onye nkụzi ahụ bịara n'ọfịs n'ụtụtụ.,Igbo,AI-generated synthetic data
470,The nurse is discussing the meeting notes.,English,AI-generated synthetic data
471,"At home, the training data should represent all four languages.",English,AI-generated synthetic data
472,Ha hụrụ oche taa.,Igbo,AI-generated synthetic data
473,Please check the details before submitting the form.,English,AI-generated synthetic data
474,Ọ̀rẹ́ mi wà ní òpópónà ọ̀la.,Yoruba,AI-generated synthetic data
475,Manomin yana shirya takardar bincike.,Hausa,AI-generated synthetic data
476,The developer is discussing the inventory list.,English,AI-generated synthetic data
477,My brother is learning the training materials.,English,AI-generated synthetic data
478,Anyị zụtara agwa n'izu a.,Igbo,AI-generated synthetic data
479,Nwa ahụ na-eje ije n'ọbá akwụkwọ n'abalị.,Igbo,AI-generated synthetic data
480,Manajan yana tattauna sabon aiki.,Hausa,AI-generated synthetic data
481,Onye agbata obi anyị na-arụ ọrụ n'ụlọ enyi m n'ụtụtụ.,Igbo,AI-generated synthetic data
482,The nurse is building a mobile application.,English,AI-generated synthetic data
483,Dan uwana yana bitar jerin kaya.,Hausa,AI-generated synthetic data
484,Likitan yana bitar jerin kaya.,Hausa,AI-generated synthetic data
485,Ị nwere ọka n'isi ụtụtụ.,Igbo,AI-generated synthetic data
486,Can we review the report today?,English,AI-generated synthetic data
487,Injiniyan yana tsara samfurin koyon na'ura.,Hausa,AI-generated synthetic data
488,Ẹyin ń kọ́ ẹ̀kọ́ ní ibùdó ọkọ̀ ní ọ̀sán.,Yoruba,AI-generated synthetic data
489,A researcher is planning a mobile application.,English,AI-generated synthetic data
490,The nurse is building the network connection.,English,AI-generated synthetic data
491,"Yayin taro, sabon shirin zai fara wata mai zuwa.",Hausa,AI-generated synthetic data
492,My brother is preparing the inventory list.,English,AI-generated synthetic data
493,Mama lọ sí ilé ẹ̀kọ́ ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
494,Nwanne m nwere osikapa n'ehihie.,Igbo,AI-generated synthetic data
495,Malamin yana gina bayanan taro.,Hausa,AI-generated synthetic data
496,Nwa ahụ bịara n'ụlọ na ngwụcha izu.,Igbo,AI-generated synthetic data
497,Manajan yana duba jadawalin isar da kaya.,Hausa,AI-generated synthetic data
498,Direban yana koyon sabon aiki.,Hausa,AI-generated synthetic data
499,Aghọtaghị m,Igbo,AI-generated synthetic data
500,Ẹyin dé sí ilé ọ̀rẹ́ mi ní òwúrọ̀.,Yoruba,AI-generated synthetic data
501,A researcher is repairing the machine learning model.,English,AI-generated synthetic data
502,"Yau, ma'aikacin hanyar sadarwa ya duba na'urar router.",Hausa,AI-generated synthetic data
503,Direban yana karatu samfurin koyon na'ura.,Hausa,AI-generated synthetic data
504,A teacher is checking the machine learning model.,English,AI-generated synthetic data
505,The engineer is discussing the meeting notes.,English,AI-generated synthetic data
506,Arákùnrin mi lo ẹran ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
507,Olùkọ́ náà lọ sí ibùdó ọkọ̀ ní kutukutu.,Yoruba,AI-generated synthetic data
508,Baba ṣe àgbàdo ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
509,Mai shirye-shiryen yana tsara jadawalin makaranta.,Hausa,AI-generated synthetic data
510,Àwọn ará wa ń kọ́ ẹ̀kọ́ ní ọ́fíìsì ní alẹ́.,Yoruba,AI-generated synthetic data
511,Wọ́n ra ẹran ní òru.,Yoruba,AI-generated synthetic data
512,Arákùnrin mi lo ìrẹsì ọ̀la.,Yoruba,AI-generated synthetic data
513,The engineer is organizing a research proposal.,English,AI-generated synthetic data
514,Onye agbata obi anyị jiri akwụkwọ nri ụnyaahụ.,Igbo,AI-generated synthetic data
515,The farmer is discussing the training materials.,English,AI-generated synthetic data
516,Our community is planning a mobile application.,English,AI-generated synthetic data
517,Olùkọ́ náà ń ṣiṣẹ́ ní àgbègbè wa ní ọ̀sán.,Yoruba,AI-generated synthetic data
518,"A gida, don Allah ka duba bayanan kafin ka aika da fom.",Hausa,AI-generated synthetic data
519,Injiniyan yana bitar kayan aikin gona.,Hausa,AI-generated synthetic data
520,Abokina yana duba takardar bincike.,Hausa,AI-generated synthetic data
521,Nna nọ n'ụlọ ahịa taa.,Igbo,AI-generated synthetic data
522,Ó rí ẹ̀wà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
523,"During the meeting, the food at the restaurant was delicious.",English,AI-generated synthetic data
524,Nwanne nwanyị m zụtara igwefoto echi.,Igbo,AI-generated synthetic data
525,Onye nkụzi ahụ nọ n'okporo ụzọ n'oge.,Igbo,AI-generated synthetic data
526,Enyi m zụtara igwefoto na ngwụcha izu.,Igbo,AI-generated synthetic data
527,Dókítà náà ń rìn ní ilé ọ̀rẹ́ mi ní ọ̀sán.,Yoruba,AI-generated synthetic data
528,Mai shirye-shiryen yana gyara shirin kasuwanci.,Hausa,AI-generated synthetic data
529,Gịnị ka ị chọrọ ịṅụ?,Igbo,AI-generated synthetic data
530,Our community is preparing the training materials.,English,AI-generated synthetic data
531,Ha wetara unere ụnyaahụ.,Igbo,AI-generated synthetic data
532,Àwọn ará wa lo kọ́kọ́rọ́ ní alẹ́.,Yoruba,AI-generated synthetic data
533,Arákùnrin mi lo omi ní alẹ́.,Yoruba,AI-generated synthetic data
534,Dókítà náà mú ẹran ní òwúrọ̀.,Yoruba,AI-generated synthetic data
535,Manomin yana koyon kayan horo.,Hausa,AI-generated synthetic data
536,The engineer is checking the meeting notes.,English,AI-generated synthetic data
537,Nna mere ọka n'izu a.,Igbo,AI-generated synthetic data
538,Dan uwana yana gyara manhajar waya.,Hausa,AI-generated synthetic data
539,Ụmụaka ahụ mere nri n'ehihie.,Igbo,AI-generated synthetic data
540,Unu jiri ọka n'izu a.,Igbo,AI-generated synthetic data
541,The driver is repairing the delivery schedule.,English,AI-generated synthetic data
542,"A gida, mai bincike ya tattara amsoshi daga mahalarta da dama.",Hausa,AI-generated synthetic data
543,The nurse is planning the business plan.,English,AI-generated synthetic data
544,Malamin yana gina jadawalin isar da kaya.,Hausa,AI-generated synthetic data
545,Our team is planning the training materials.,English,AI-generated synthetic data
546,Mai binciken yana shirya bayanan taro.,Hausa,AI-generated synthetic data
